text,tweet_ids,sentiment1
"Yung bully na galit sa kapwa bully. Lakas pa magpahiya ng tao sa ere as judge jury, and executioner. Tapos ngayon pakanta-kanta pa sa TV. Ay EWAN.

Ang dami ko nang pre-election campaigns na nasaksihan... Pero etong 2022 election na yata ang pinaka-circus. Ang daming FREAKS!",['1441962388740206592'],1
"Mahaba pasensya ng Pilipino at matagal ng nagtitiis kay Duterte

Subukan nyang kanselahin ang election

Makikita nya ang galit ng mga taong matagal ng nagtitimpi

Hwag syang aasa sa mga heneral na yan
Tatakasan din sya https://t.co/20LDNN1slh",['1436694540228825090'],1
"naamoy nyo rin ba ang
LENI/DICK tandem?
dumarami ang nangangamoy kubeta ang eleksyon 2022. 
👊👊🤣",['1441498649976926215'],1
"Maraming salamat, Atty. Chel. Huhuhuhu may iboboto na ako sa election kasama ni Leni. https://t.co/I7kSLb31FI",['1438086961353265162'],0
May nag conduct ng survey dito about sa election next year jusq mga alagad pala ni lacson,['1440209118267019268'],1
"@GraceSa10499866 #TBADNBoycottMZETxAPT179 
Hihintayin nilang matapos ang halalan! hindi siguro gaanong makapaglibot si ts dahil takot magkacovid,kaya ibabalandra niya ang mukha niya sa EB kahit walang kwenta ang gagawin niya,pangisengise lang,exposure na yun! Utot niya,Di siya kailangan ng bayan!",['1433587728973656065'],1
"Galing ng mga politiko natin no? Ilang taong tahimik at sunud sunuran

Nung pa eleksyon na, kanya kanya ng eksena. Galit galitan na. Tama na! Ito na ang pagbabago! Ito na ang simula!

Tagal nyo ng nakaupo ngayon palang nag start? Ano yun nag OJT lang kayo?? 🤡🤡🤡",['1439887154734268417'],1
"Malaki sana ang maitutulong ng media, lalo ang free TV, para mamulat ang tao.

Pero:
Ang @gmanetwork, takot kay Duterte,
Ang @ABSCBNNews, Duterte enabler ang mga artista,
Ang @News5PH at @cnnphilippines, playing safe,
Ang @PTVph, hawak ng gobyerno.

Good luck sa election 2022.",['1438340538399281153'],1
"nakakahiya yung galit ka sa gobyerno ngayon tas pagdating ng eleksyon, makukuha ka lang sa 500 pesos.",['1443080608930881540'],1
"Isko Moreno confirms meeting with Robredo, Pacquiao ahead of Eleksyon 2022 filing of candidacy https://t.co/hoLxJe6AuU https://t.co/9FpGZzMbhw",['1439922545168293901'],2
Mayor Isko declares his candidacy for 2022 Presidential election  👏🏻👏🏻👏🏻 tnan na pinoy ja sa UAE sdya2 gd,['1440705137081651202'],0
@DickGordonDG yang inaambisyon mo malaalala lang ng mga tao ang takipan nyo ni lacson sa committee na hwak mo tungkol sa smuggling ng semento. tapos na agad ang laban mo e. nagagawa nga nmn ng parating na election.. LOL,['1440320806643322880'],1
"Opposition: we need a united opposition!

Ping: I will run for presidency
Pacquiao: I will run for presidency
Isko: *to digong* Maglalaban din naman tayo sa eleksyon *
Leni: kung one on one with BBM, lalaban ako.

Sige, maghati hati kayo sa boto ng oposisyon. We love that hahaha.",['1439724540297302020'],1
"@shiela_mangahas @BrujaDelDemonio Actually, kawawa ung susunod sa knya na presidente dahil talagang pinabasak ni digz ang bansa + may mga alipores pa rin yan sa mga ahensya… kaya need talaga may puso at matapang ang papalit… kaya bet ko sila leni and sentri for the next election.",['1440242091506880513'],0
kumbaga sa mga org events e build up pa lang kasi yung paginvite ni to/ni g kila chel at leni para may pandefend kunno siya sa future content niya at magpanggap na fair at ang platform ay for all teh wag kami lapit na election pwe,['1438136174636244992'],1
"Gigil n gigil ang senado ky Ong ayaw p rin kc ilink ky PRRD ung kontobersyang over pricing n naging expired n faceshield.🙄
Sarap sanang pagmumurahin but then again bawian n lang natin sila sa election.
Ishoot n sila sa 🚽🚽🚽.",['1443581626290622469'],1
"Tuwang tuwa si paboost, di bale malapit na election. Mga DDS lang nman ang trolls na bumoboto. Magiging katulad ulit to nung 2019election. https://t.co/OjwQl8dPbw",['1434265035044446209'],1
"Wala naman akong nakikitang masama kung sa election tatakbo si Pacman o Isko sa pagka-Pangulo. Ang mahalaga yung magulang mo, sa akin boto. https://t.co/n9JJ08D0sF",['1440623364050096141'],0
"nakikipag away ako kay mama sa iboboto nya sa susunod na halalan sabi ko ""bat ayaw mo kay pacquiao?"" pero biro lang natawa ako reaction ni mama 😭 inirapan ako tapos sabi nya ""eh, ayoko nga""",['1441008600151846919'],0
"@LakasNgTimog Para magkaalaman na nga kung sino talaga ang nanalo noong nakaraang eleksyon. Ngayon pang wala na si Andy at walang malaking pondong susuporta kay Madam.

Let Leni run!",['1440458203666391044'],0
"Ito lang ang tambalan inaantay ng buong bansa sa 2022 eleksyon.

LENI ROBREDO - PRESIDENT 
SONNY TRILLANES - VP 

Ito ang tunay na Opposisyon.
Wala ng iba pa. https://t.co/UAGvubj2uV",['1440251764419170305'],0
"@ABSCBNNews Tawang-tawa ako dito

Ikaw NGA sobrang PAMBABASTOS ang ginawa mo Kay VP @lenirobredo at sa iba pa.

Pero sabi nga may katapusan din ang lahat! Kaya vote wisely next election!

#LabanLeni2022",['1440858936370888708'],1
"“Kahit sino (ang iluklok sa pagkapresidente), magtatrabaho pa rin tayo) -manggagawa sa construction na nakasama ko sa carpool. 

“Kahit sino ilagay diyan corrupt pa din” -nanay na kasabay ko din sa carpool. 

Galit ang masa, puspusin natin ang AOM lalo na papalapit ang eleksyon-",['1442128228265586688'],1
"@dollsgogo_ national, local and plebiscite election 2022
my SMARTPUTIK, my military &amp; live streaming (facebook &amp; youtube) mahihirapan mandaya bantay sa sarado
takot kasi si damaso, oligarchs, ELITISTA, dilawan sa military...",['1442316980451565568'],1
"sabi nila pro-duts daw ang ibang presidentiables  ngayon, without knowing that Duts is only that matter. Doon sa 16 million nya hindi naman tumolong ang mga yan, after election nalang dumikit. Taranta sila ih, kasi hindi na unite ni mama leni ang opposition. https://t.co/vbJKnmz4Jo",['1440515155301842952'],1
"Handa na po ang pagtakbo ni Yorme Isko para sa Pagkapangulo sa Eleksyon 2022 at kaya mo yan para sa mabuting Pilipino para sa bayan.

https://t.co/h9SwZudJMC",['1440320582415912960'],0
"yung mga galit because NewsTV5 called Marcos a dictator in a post about his grandson running for office, yun ang totoo. Natalo si Bongbong noong nakaraang eleksyon, yun din ang katotohanan. Sandro is ugly as fuck, totoo din. Ano pang katotohanan ang di niyo kayang tanggapin???",['1438121608984637441'],1
"@IskoMoreno No no no..to bilis-kilos---Bilis Ambisyon.
Sayang ka po dok willie iboboto pa naman sana kita para sa senado. Nakakadismaya.
-----------------------------------------------&gt;
Diti na kami.👇👇👇👇
Solid❤@#BBM-DUTERTEsa 2022 eleksyon.👊👊💪💪💪",['1440608665631789058'],1
at dahil diyan mag-register na tayo para sa paparating na eleksyon nang hindi makaupo sa palasyo ang mga tulad ni pacquiao ^◡^ https://t.co/doyPOL52Zm,['1439557933369421827'],1
"@Vagnarok1 Dapat paulit-ulit nating i post to kasama na rin ang mga re electionists na senador, Ka isKo, Ka Fake VP Leni, at Ka Pacquiao! Pag pormal ng election campaign!",['1436767214271565826'],1
@annacollins52 @ALLCAPSLERKEY @danwaytoofar @BuangSonny @marcus5251962 @NileSneel @maytoyotayo @rocker_fraggle @dude_DaS @LoVe_MeOw_24 @DDSBBM @WongLi2515 @AhhmBatmAnn @BalDugho @lino_iam @Ranyagtiamianan @DudeSabarita @AhhmBatmaan @jesselle_anne @Aczent1 @lav2heart14 @Jjcruz2 @bhevzkyren @GreaterGutz @PackandCarryAll @AhmmBatmann @Aberasturi2 @Edelwei8 @klienfloyd @chadachada17 @GrowlHarhar @Hammerpa2Yumyan @Nakedninja4 @DodoyPanes @maria47215 @MistPersie @AlbacBaggy @Agapitosaizotso @JaxsonCrow @M19Manny @dimple032047 @028miss_M @HhlomiY @YesYesYo13 @DickGordonDG @ivanmayrina @dzbb @gmanews @UnangHirit At ang mga DDS ang siyang mananaig this coming national election...ang kay leni ay erection lang ni boletas...,['1439530792040873984'],1
"Isko practice ka munang VP, bigay mo na tong eleksyon sa nakapagpractice na sa pagtake charge ng Presidency #DapatSiLeni #LetLeniLead https://t.co/QIkKbCLgMs",['1440468937532055552'],1
"#HATOLNGBAYAN2022 : Inatasan ng Commission on Elections ang kampo ni Senator Manny Pacquiao sa PDP-Laban na magkumento sa petisyon ng paksyon ni Energy Secretary Alfonso Cusi.
https://t.co/eAhIROFyzK",['1441030087567052805'],2
Gigil talaga ako sa ELECTION,['1437245945255583745'],1
@Don8don3 @Arlenem93506403 Ayaw na maging involve ata ng KN sa ganyan dahil nung sinuportahan nila si Leni noong last election.. grabeng threats ang natanggap nila sa kabilang partido. Pati family nadamay na. That's why..,['1439571435110895618'],1
"comelec, hindi niyo alam kung gaano kalaki dinagdag niyo sa galit ko sa mundo 😭",['1441622917343637504'],1
@guingonabart @BrujaDelDemonio After election di ka na makaka tawa tapos mahihirap mag jebs dahil sa anxiety,['1434405084830466060'],1
"@DickGordonDG Alam MO,. Dito kami Mas Galit sayo.. Kaya mga Motorcycle Riders sa buong Pilipinas!!! Sa 2022 election RERESBAK tayo Kay  Dick ""the Penguin"" Gordon sa anumang posisyong ta takbuhan niya..!!! Zero vote for GORDON..!!!!!! https://t.co/JEuw3uyP6d",['1436589583475429377'],1
Sana yun galit natin ngayon eh mag-reflect sa darating na election. #TaeKaHarry,['1436323216813748228'],1
@FelySecond @iamkarendavila Boss election time... Baka hindi ka pa registered... VP leni needs the boost including media mileage... Pagawa ka na ng tarp mura lang let leni lead 😁,['1439480144180154371'],0
Napagod kami pumila sa comelec tas iboboto niyo lang si Pacquiao?,['1440539429660028929'],1
"Ano'ng sey n'yo, sey na pa-masa epek lang para sa 2022 election ang pagpapakita ni Sen. Manny Pacquiao ng pagkain nang naka-kamay dahil ginawa na rin ni Erap noon?

#ItoAngSeyKo
#bulgaronline
#showbizisyu
#bulgarentertainment
#isyuatusapin https://t.co/CzmpRS9VUs",['1437606417100201985'],1
@inquirerdotnet @IskoMoreno @NCorralesINQ Masaya Yan.. Tingnan natin sa election.. Bbm.. Dds,['1440619551004106755'],0
"@iammarlonramos Galit n galit ang bastos n baklush dhil pag naglockdown nga nmn eh obligadong magbigay ng ayuda ang gobyerno ni digonggong, ayaw n mbawasan ang sako sako nilang pera pra s 2022 election.. kapal ng mukha😡",['1436357996548788230'],1
"So nag confirm si manny Pacquiao sa Facebook na tatakbo daw syang presidente next election tapos pag tingin ko sa mga reactions PUTANGINAAA 133K LIKES 52K HEARTS, MAS MARAMI PA SA HAHA AND SAD REACTS HOYYYY PILIPINASS WAG NAMANNN😭",['1439797999798947846'],1
"HOI tabi niyo school council inyo ginapadalaganan AHAHAHHA dpota kita ko tweet nga naghmbl smart kno si isko ky running mate ya si willie ong nga damo subscriber kag followers DPOTA te pa peymus2 nlg ni aton eleksyon,,, gapakita gd kung ano sa ka mango nga botante. HAHAHA pota",['1440312850568810497'],1
"@inquirerdotnet @GabrielLaluINQ hindi i-impeached ng Congress yan..
pabor kaya sa kanila tsaka takot lang nila sa poon nila 😂

yung public service nila pang self service na..

'di bale eleksyon na next year, sino may listahan ng mga taga-sunod?.",['1435939886461120514'],1
matic na si mayor isko na ang panalong president this 2022 election!!!!,['1440272454258102284'],0
"Sis prangkahan na tayo alam ni Aquino, Bautista, ni Leni na nandaya sila nung 2016 Election. Ngayong hindi na nila hawak ang COMELEC alam ni Leni na nasa alanganin sya. Taena kung alam mo naman na may 14M votes ka na nakuha noon bakit ka mangangamba na baka hindi ka na nila iboto https://t.co/J43Rrzm8vv",['1440328641439682563'],1
Gigil nku mag 2022 para election na nakakapagod na ang sitwasyon ngayon..lahat balik face to face na sa school pero ang pinas jusko nastock-up sa faceshield at lockdown..ny*ta🤨,['1436964360425967618'],1
"First time kong boboto sa darating na eleksyon at si VP Leni lang ang deserving sa boto ko (sa pagkapangulo) at ng bawat Pilipino, so pls talaga , nakakakaba yung mga choices for presidency ngayon walang future 😭 https://t.co/7qgUsdMwMY",['1441381199931269126'],1
"Magandang araw mga Isko! Registered voter ka na ba?

8 araw na lang ang natitira bago ang huling araw ng pagpaparehistro! Huwag palampasin ang pagkakataong makiisa sa pagbabago.

Kung hindi ka pa nakakapagparehistro, pumunta lamang sa link na ito:
https://t.co/KdR9Ukjqxt https://t.co/9oSvm1U3Yo",['1440601764487569412'],0
"Tawang tawa ako sa pinsan ko 😭 naghahanap ng kakampi sa 25 hahahaha. 

Anw, register to vote but it doesn't stop in registration — let us keep educating ourselves and the people around us and sa halalan, let us vote wisely. Ipanalo natin ang Pilipinas. #WeRegisterAsOne https://t.co/2emy9F5C7D",['1434109153744592896'],0
"Edi wow Isko, galawang Duterte rin nong election kunyari di tatakbo. Umay.",['1440301822598467602'],1
kapag ‘yang bbm shits na yan nadala hanggang eleksyon isisisi ko lahat kay toni mga shits na mangyayari sa bansa,['1440271289172709382'],1
"saya sana ng skm election kung f2f, para bardagulan 🤩🤣",['1440917155394904066'],0
@TrebuhU Kasi may mga baho din sila at takot sila na lumabas ito lalo na ngayon kasi malapit na election,['1434690521893462017'],1
"Tandaan: Kung ayaw niyo sa administrasyon, wag iboto ang hindi naman tunay na opposition.

May dati nang opposition. May naging opposition dahil lang may election.

Magkaiba yun.

Kay VP Leni lang tayo. #LabanLeni2022 https://t.co/k5cv7Cqad0",['1440824512161796099'],1
"Malapit na ang pasahan ng COC at kampanyahan at pagkatapos election, paano masisiguro ng mamamayang Pilipino na hindi Duterte Lite si Isko Moreno? Vote Wisely Kapamilya.
Remember din ang stand ni Isko pagdating sa Dolomite sa panahon pa ng pandemya. https://t.co/aDHK27i7LW",['1440667474328915980'],1
"di na talaga nakakagulat yung pag takbo ni Pacquiao sa 2022 presidential election, plano na niya yan since 2019 🙈 kinumpanya na yan sya ng school admin namin nun samin 🙈😂",['1439526216361398275'],1
"@News5PH Matagal nabg nagtatrabaho di VP Leni eleksyon man o hindi. Meron bang konduktor ha, Roque?  Yun ang sagutin mo.",['1441617536127172610'],1
"Pwede ba magpalamon sa lupa? 😭 So we're having an election and hindi talaga ako nakikioperate, nagtitiktok lang ako and may nakita akong Sunghoon edit. Ready na ako magrant sa friend eh sa gc namin nasend😭 sir sana po hindi kayo galit😭 https://t.co/cN3Hz72e5j",['1439043087683055620'],1
"@saabmagalona Nagmamalinis si leni,  pero cheater naman sa election 🤣",['1441520886465503234'],1
"@sejoalzir Si Sen. Trillanes ang original astig. Yung iba dyan, ngayon lang nag-tapang-tapangan, ngayong malapit na eleksyon.

VP Leni's strategic and organizational skills, plus Sen. Trillanes' guts to go against strongmen is perfect.",['1437044145437102088'],0
"@sijgohyeah @Gabgrielle @GoToHellDevils @the13thfool Ok Lang yan, jhay. Leni tayo Sa susunod na election. 👍🏽",['1436819590114205698'],0
@inquirerdotnet @DickGordonDG Wala Ka na ngang naitulong nanggugulo Ka pa. Nung nag start ang pandemic puro Lang kayo ngawngaw. Porket eleksyon na bigla kayong naging bibo. Kasabwat nyo pa yang mga basurang media nyo. Kung tatakbo Kang VP wag mo nang ituloy masasayang pera mo promise.,['1434047581424734211'],1
malay mo vote mo pala yung kulang para sa tie breaker. dalhin ang galit sa pagiging incompetent ni du28+2 at ng mga tuta niya sa halalan!! https://t.co/zFMt53zeDx,['1437768722970595333'],0
Pucha wala naman silbi yang kwak kwak doctor na yan nitong pandemic tapos bigla syang lilitaw sa election? Duque yan????? https://t.co/FIYdXOOeon,['1440446794584891410'],1
"Ang saya lang kasi madaming kabataan na ang nagpa rehistro para bumoto sa susunod na eleksyon at ang saya ko din kasi ISA NA AKO DOON😀
At bilang isang kabataan magisip at magising na sana tayo 
Wag na tayong magbulag-bulagan iboto natin ang nararapat.",['1439910204242423818'],0
"PAGKAKATAON NA SANA NG MGA UNGASIS😂PAG MINAMALAS NGA NAMAN😝PERA NA NAGING BATO PA SA PARTI NG GIRAFFE &amp; KURI. ANG SAYA SANA NG KAMPO NG MGA TULINGS KUNG MAY LUMABAS NA PIX KASAMA ANG FAMILY NI MRS F WITH BP, POGI POINTS SANA YON PANG HALALAN😂🤣",['1434184112449982467'],1
Pacquiao running for president?? seriously??? ginagawa niyo namang comedy tong halalan eh,['1439526958694502406'],1
Iba iba lang tayo ng pananaw sa mga taong iboboto ngayong election at ang laking impact ng pagpasok ni BBM in running as a President kasi mahahati talaga ang taong bayan,['1441640397424398339'],2
JUST IN: Senate President Pro Tempore Ralph Recto at Batangas Rep. Vilma Santos-Recto iiindorso si Manila Mayor Isko Moreno sa pagka-pangulo sa Halalan 2022 ---Aksyon Demkratiko | https://t.co/HHOy7zaafm https://t.co/o9xAocQtQ0,['1440479690657988614'],2
"@inquirerdotnet Gumagawa na ng scenario ng kaguluhan sa Eleksyon 2022. Kumh meron man na may kakayahan manggulo nasa kampo mo yan Tay Digs, lalo na yun mga alagad mo na kapit tuko sa pwesto at takot sa mga kasong kakaharapin ninyo pag wala na kayo sa posisyon.",['1441560990580031490'],1
So tuwang tuwa mga dilawan at anti govt lalo na mga kangkong ng mga senador na tatakbo next election pati si lugaw queen.aba! Nag salita na si madam sarah na di na tatakbo sa national election.nabunutan ng tinik sila pero it aint over till its over.wait n see,['1436190823364718607'],1
WALA NA PO BA TAYONG MATINONG KAKANDIDATO SA DARATING NA ELEKSYON BUKOD KAY LENI AT CHEL DIOKNO?? SILA PA LANG KASI YUNG MATITINO EH.,['1441214715166801922'],1
